timestamp,counts,std
10-04-2017 15:23:23,52754.1698438,4080.99096585
10-04-2017 15:28:31,52787.5548526,4087.50633877
10-04-2017 15:33:39,52827.6342343,4092.97003716
10-04-2017 15:38:47,52847.133341,4101.98573439
10-04-2017 15:43:55,52896.4704388,4107.33051913
10-04-2017 15:49:03,52947.9393204,4112.34482616
10-04-2017 15:54:11,52977.5636382,4119.50984553
10-04-2017 15:59:19,52985.6486584,4124.30066916
10-04-2017 16:04:27,53051.9267321,4132.92909475
10-04-2017 16:09:35,53074.633595,4135.6343342
10-04-2017 16:14:43,53090.6831615,4142.43174725
10-04-2017 16:19:51,53129.2887771,4148.43370408
10-04-2017 16:24:59,53168.3320002,4156.03493534
10-04-2017 16:30:07,53229.9977216,4158.95390894
10-04-2017 16:35:15,53269.3818125,4165.90460998
10-04-2017 16:40:23,53334.8290908,4171.25506329
10-04-2017 16:45:31,53318.1766461,4174.04657312
10-04-2017 16:50:39,53339.1626154,4180.82661587
10-04-2017 16:55:47,53350.6276615,4185.0589262
10-04-2017 17:00:55,53424.6324313,4188.43839125
10-04-2017 17:06:03,53442.1267354,4194.39450138
10-04-2017 17:11:11,53472.1319805,4198.24072251
10-04-2017 17:16:19,53512.3583406,4204.04634478
10-04-2017 17:21:27,53533.8457277,4207.47982031
10-04-2017 17:26:35,53583.0854464,4211.42619538
10-04-2017 17:31:42,53632.2355882,4213.90572706
10-04-2017 17:36:51,53653.6367421,4217.56041314
10-04-2017 17:41:59,53685.6753266,4224.42293588
10-04-2017 17:47:06,53724.3155928,4228.55147342
10-04-2017 17:52:14,53753.8640201,4231.91596117
10-04-2017 17:57:22,53801.2095592,4233.60577892
10-04-2017 18:02:30,53838.025111,4239.42461129
10-04-2017 18:07:38,53865.0039502,4243.08370987
10-04-2017 18:12:46,53887.750627,4244.71456586
10-04-2017 18:17:54,53941.9854284,4251.08519081
10-04-2017 18:23:02,54002.1665328,4253.44988841
10-04-2017 18:28:10,54018.1670245,4257.83176721
10-04-2017 18:33:18,54095.5316593,4259.86336249
10-04-2017 18:38:26,54094.1765313,4262.81103551
10-04-2017 18:43:34,54121.6712616,4266.27402847
10-04-2017 18:48:42,54139.527414,4267.87631293
10-04-2017 18:53:50,54182.1815962,4274.41090678
10-04-2017 18:58:58,54203.6049599,4278.09692498
10-04-2017 19:04:06,54220.9457129,4280.38710223
10-04-2017 19:09:14,54265.5521153,4280.88716788
10-04-2017 19:14:21,54307.9636119,4282.67715306
10-04-2017 19:19:29,54355.9606779,4286.46916044
10-04-2017 19:24:37,54374.742202,4289.68360291
10-04-2017 19:29:45,54404.4763723,4290.6949053
10-04-2017 19:34:53,54439.7750004,4294.61547967
10-04-2017 19:40:01,54467.0692193,4296.5212894
10-04-2017 19:45:09,54482.7902768,4301.05412257
10-04-2017 19:50:17,54546.9021948,4300.18355966
10-04-2017 19:55:25,54578.0791359,4301.00345618
10-04-2017 20:00:33,54600.4518514,4303.1663332
10-04-2017 20:05:41,54641.7548558,4303.38704509
10-04-2017 20:10:48,54658.2203118,4307.42011016
10-04-2017 20:15:56,54687.470488,4309.59162167
10-04-2017 20:21:04,54707.7047813,4310.96402957
10-04-2017 20:26:12,54730.6252848,4312.96690699
10-04-2017 20:31:20,54758.9866249,4314.4399763
10-04-2017 20:36:28,54797.996689,4315.65428949
10-04-2017 20:41:36,54830.1441099,4315.63437694
10-04-2017 20:46:44,54868.323985,4317.16556163
10-04-2017 20:51:52,54897.4326083,4319.72684981
10-04-2017 20:57:00,54963.4612598,4321.2788198
10-04-2017 21:02:08,54954.2542576,4321.81964313
10-04-2017 21:07:16,54992.8235834,4323.90858203
10-04-2017 21:12:24,55026.6713108,4324.01113201
10-04-2017 21:17:32,55049.3884509,4325.22093331
10-04-2017 21:22:39,55089.0850039,4324.66937525
10-04-2017 21:27:47,55104.2334246,4326.16207173
10-04-2017 21:32:55,55141.0635316,4326.0937499
10-04-2017 21:38:03,55159.1982167,4327.35894083
10-04-2017 21:43:11,55199.0903801,4330.29480347
10-04-2017 21:48:19,55229.9355997,4330.45196983
10-04-2017 21:53:27,55241.8872298,4331.77090034
10-04-2017 21:58:35,55276.8248947,4331.99397867
10-04-2017 22:03:43,55283.9171598,4334.07470711
10-04-2017 22:08:51,55326.2197217,4333.45537527
10-04-2017 22:13:59,55346.1465521,4334.10870534
10-04-2017 22:19:07,55392.1673524,4334.1916264
10-04-2017 22:24:15,55395.354964,4335.729146
10-04-2017 22:29:23,55436.5641954,4336.20208239
10-04-2017 22:34:31,55471.9491714,4337.20603823
10-04-2017 22:39:39,55510.1328001,4334.88237168
10-04-2017 22:44:46,55488.078136,4341.62363881
10-04-2017 22:49:54,55545.1755479,4338.77751678
10-04-2017 22:55:02,55559.3690931,4339.70774967
10-04-2017 23:00:10,55579.5740465,4340.12253896
10-04-2017 23:05:18,55618.55659,4339.46082333
10-04-2017 23:10:26,55658.1564195,4338.13231412
10-04-2017 23:15:34,55670.3482929,4338.42350079
10-04-2017 23:20:42,55755.8063728,4335.46579644
10-04-2017 23:25:50,55749.3470799,4335.19119139
10-04-2017 23:30:57,55758.3538167,4338.18719667
10-04-2017 23:36:05,55777.3559803,4339.07328089
10-04-2017 23:41:13,55805.0417152,4339.56422649
10-04-2017 23:46:21,55841.6397581,4336.11807451
10-04-2017 23:51:29,55881.936452,4334.79335335
10-04-2017 23:56:37,55906.6552148,4335.58006067
11-04-2017 00:01:45,55919.6045993,4339.87487383
11-04-2017 00:06:53,55926.1285876,4338.34378226
11-04-2017 00:12:01,55972.501385,4338.92258106
11-04-2017 00:17:09,55999.2367356,4338.44981545
11-04-2017 00:22:16,56017.4825026,4338.34544595
11-04-2017 00:27:24,56052.8171417,4339.15968611
11-04-2017 00:32:32,56087.0533692,4336.27074519
11-04-2017 00:37:40,56110.857939,4338.06501592
11-04-2017 00:42:48,56125.3602583,4337.65177933
11-04-2017 00:47:56,56144.3917619,4336.89750548
11-04-2017 00:53:04,56170.940894,4338.65055092
11-04-2017 00:58:12,56180.2677638,4341.30501981
11-04-2017 01:03:20,56218.1555672,4338.48764774
11-04-2017 01:08:28,56242.9146192,4340.86788448
11-04-2017 01:13:36,56267.3618155,4340.59343913
11-04-2017 01:18:44,56286.7521677,4343.04690821
11-04-2017 01:23:52,56314.7036503,4343.71260606
11-04-2017 01:29:00,56318.7866708,4344.92166775
11-04-2017 01:34:11,56349.8998017,4344.03184797
11-04-2017 01:39:19,56399.1775148,4344.56057491
11-04-2017 01:44:27,56412.2550116,4347.91174922
11-04-2017 01:49:35,56420.1989051,4349.26705702
11-04-2017 01:54:43,56434.1534856,4353.31977093
11-04-2017 01:59:51,56454.3116753,4356.85550642
11-04-2017 02:04:59,56488.4271993,4356.77387826
11-04-2017 02:10:07,56507.0660394,4361.62590675
11-04-2017 02:15:15,56518.1035257,4363.84160881
11-04-2017 02:20:23,56545.3524234,4368.21688568
11-04-2017 02:25:31,56559.9328296,4369.2608417
11-04-2017 02:30:39,56567.2800734,4376.57968926
11-04-2017 02:35:47,56583.5604255,4383.17348641
11-04-2017 02:40:55,56593.2131981,4388.03195778
11-04-2017 02:46:03,56612.3662083,4393.15326241
11-04-2017 02:51:11,56637.973676,4396.89427373
11-04-2017 02:56:19,56685.1269813,4401.21383508
11-04-2017 03:01:27,56674.5055648,4407.42683807
11-04-2017 03:06:35,56670.0540576,4414.27921346
11-04-2017 03:11:43,56716.5392319,4430.973719
11-04-2017 03:16:50,56734.9797079,4435.89787843
11-04-2017 03:21:58,56735.6607058,4442.31749337
11-04-2017 03:27:06,56749.2599616,4455.05919352
11-04-2017 03:32:14,56760.8149945,4460.02973932
11-04-2017 03:37:22,56775.3930076,4471.3589288
11-04-2017 03:42:30,56796.1437821,4476.3529864
11-04-2017 03:47:38,56815.27255,4493.23283419
11-04-2017 03:52:46,56826.2983986,4504.67379634
11-04-2017 03:57:54,56829.3448508,4500.16031853
11-04-2017 04:03:02,56848.0950188,4515.24385779
11-04-2017 04:08:10,56868.116786,4523.06978709
11-04-2017 04:13:18,56873.4064318,4529.5050153
11-04-2017 04:18:26,56895.7215985,4551.59835124
11-04-2017 04:23:34,56905.8734285,4560.42949972
11-04-2017 04:28:42,56928.1586979,4576.54915109
11-04-2017 04:33:49,56915.4751594,4575.66907384
11-04-2017 04:38:57,56918.0058024,4579.97696622
11-04-2017 04:44:05,56940.008425,4606.24553466
11-04-2017 04:49:13,56939.5556557,4618.22163783
11-04-2017 04:54:21,56944.1024603,4609.13529576
11-04-2017 04:59:29,56957.5091052,4615.37466526
11-04-2017 05:04:37,56972.4799784,4638.89336974
11-04-2017 05:09:45,56987.7255815,4633.06821062
11-04-2017 05:14:53,56999.4099067,4658.04597958
11-04-2017 05:20:01,57014.9223393,4685.42904593
11-04-2017 05:25:09,57003.1987084,4688.84176892
11-04-2017 05:30:17,56988.8688226,4732.25086944
11-04-2017 05:35:24,57023.7817371,4724.12955049
11-04-2017 05:40:32,57036.757167,4731.87932312
11-04-2017 05:45:40,57061.2028881,4758.94525437
11-04-2017 05:50:48,57080.571932,4768.5647303
11-04-2017 05:55:56,57065.372191,4760.81839787
11-04-2017 06:01:04,57078.5826026,4792.60905419
11-04-2017 06:06:12,57081.4647183,4806.87968938
11-04-2017 06:11:20,57088.5714403,4837.59710098
11-04-2017 06:16:28,57094.4283139,4828.07127997
11-04-2017 06:21:36,57111.0665148,4813.63337458
11-04-2017 06:26:44,57118.9100297,4838.71441095
11-04-2017 06:31:52,57110.6538052,4813.01980919
11-04-2017 06:37:00,57127.4052353,4831.688414
11-04-2017 06:42:08,57133.4827484,4821.3477035
11-04-2017 06:47:16,57140.0357324,4854.87025609
11-04-2017 06:52:24,57141.4265928,4849.24589535
11-04-2017 06:57:32,57155.8333197,4854.44169775
11-04-2017 07:02:40,57168.8388434,4882.16858439
11-04-2017 07:07:48,57166.0905112,4864.20716582
11-04-2017 07:12:56,57185.1071645,4865.63698229
11-04-2017 07:18:03,57202.941943,4855.83634264
11-04-2017 07:23:11,57222.9144061,4882.31015505
11-04-2017 07:28:19,57192.2309331,4906.26957988
11-04-2017 07:33:27,57205.8933108,4904.62181164
11-04-2017 07:38:35,57211.9715124,4905.54405309
11-04-2017 07:43:43,57202.940812,4888.9095594
11-04-2017 07:48:51,57214.7254503,4897.63945114
11-04-2017 07:53:59,57224.3118884,4910.58420017
11-04-2017 07:59:07,57219.3888934,4898.43434844
11-04-2017 08:04:15,57221.9732662,4927.30379633
11-04-2017 08:09:23,57228.033536,4918.78229899
11-04-2017 08:14:31,57219.8848367,4903.6095429
11-04-2017 08:19:39,57227.3409825,4900.22152872
11-04-2017 08:24:47,57240.0117688,4891.06934408
11-04-2017 08:29:55,57238.6751299,4904.70215299
11-04-2017 08:35:02,57239.4703404,4865.31467177
11-04-2017 08:40:10,57231.9556131,4861.05673908
11-04-2017 08:45:18,57244.6213182,4869.19036095
11-04-2017 08:50:26,57244.4010228,4866.5067579
11-04-2017 08:55:34,57258.8383025,4851.37532687
11-04-2017 09:00:42,57295.5818978,4812.44930836
11-04-2017 09:05:50,57264.0727761,4825.61744811
11-04-2017 09:10:58,57275.8445639,4831.29043337
11-04-2017 09:16:06,57282.6035175,4826.60210569
11-04-2017 09:21:14,57285.2469472,4800.56435377
11-04-2017 09:26:22,57283.3413103,4777.41904367
11-04-2017 09:31:30,57298.1025095,4752.25363881
11-04-2017 09:36:38,57297.8462686,4763.8355593
11-04-2017 09:41:46,57298.654805,4722.24720997
11-04-2017 09:46:54,57305.5283483,4704.88683566
11-04-2017 09:52:02,57318.4359029,4721.27499482
11-04-2017 09:57:10,57317.2572571,4682.29411477
11-04-2017 10:02:18,57304.8819682,4650.26529021
11-04-2017 10:07:26,57315.9157174,4652.69463803
11-04-2017 10:12:34,57325.6707207,4643.22395507
11-04-2017 10:17:42,57310.5955515,4611.00412192
11-04-2017 10:22:50,57325.9596125,4630.48175955
11-04-2017 10:27:57,57322.7641987,4614.14877577
11-04-2017 10:33:05,57296.3307381,4577.87965939
11-04-2017 10:38:13,57295.9072924,4574.07960175
11-04-2017 10:43:21,57303.334213,4552.32870708
11-04-2017 10:48:29,57290.7867692,4541.147623
